Position384
Plate 4 N21
Plate 3 P6
Plate 1 O15
Plate 3 F11
Plate 3 G12
Plate 1 I22
Plate 4 C8
Plate 3 D11
Plate 3 P22
Plate 2 H13
Plate 4 I12
Plate 3 E20
Plate 2 F20
Plate 4 H13
Plate 3 D3
Plate 1 C22
Plate 3 D16
Plate 1 P3
Plate 3 K7
Plate 1 G14
Plate 1 G13
Plate 4 E19
Plate 1 L21
Plate 1 J19
Plate 2 O22
Plate 1 H9
Plate 1 M13
